attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute21,attribute22,attribute23,attribute24,attribute25,attribute26,attribute27,attribute28,attribute29,attribute30,attribute31,attribute32,attribute33,attribute34,attribute35,attribute36,attribute37,attribute38,attribute39,attribute40,attribute41,attribute42,attribute43,attribute44,attribute45,attribute46,attribute47,attribute48,attribute49,attribute50,attribute51,attribute52,attribute53,attribute54,attribute55,attribute56,attribute57,attribute58,attribute59,class
0.044513,0.016522,0.002899,0.007812,0.008186,0.005485,0.01365,0.002844,0.005648,0.008126,0.019571,0.016116,0.007421,0.013561,0.019386,0.020246,0.003293,0.008405,0.007626,0.016309,0.009387,0.008455,0.010139,0.006697,0.015363,0.016928,0.020398,0.011544,0.011984,0.003377,0.008468,0.007325,0.016695,0.009639,0.00836,0.005292,0.007011,0.016409,0.016301,0.01931,0.0119,0.012651,0.011117,0.026242,0.010711,0.013345,0.011773,0.023249,0.02954,0.011355,0.015707,0.010623,0.010774,0.006677,0.0126,0.014922,0.011192,0.097736,0.181186,R/Normal
0.077836,0.014451,0.005377,0.00683,0.014296,0.005553,0.008702,0.005055,0.005625,0.004652,0.008715,0.014008,0.006606,0.009809,0.009948,0.008279,0.00669,0.007891,0.008975,0.016883,0.007857,0.007119,0.017325,0.007954,0.012277,0.015134,0.016004,0.00848,0.010788,0.006713,0.007614,0.009407,0.015417,0.007023,0.006843,0.011222,0.007317,0.011096,0.015881,0.016086,0.008254,0.010744,0.007677,0.013646,0.008966,0.009587,0.011839,0.014256,0.013338,0.009602,0.013367,0.009524,0.010015,0.014044,0.009868,0.013574,0.011103,0.111549,0.23531,R/Normal
0.080473,0.015098,0.005153,0.006529,0.013535,0.005514,0.008362,0.00508,0.005624,0.00521,0.008945,0.014772,0.007145,0.009174,0.010091,0.008919,0.006628,0.007786,0.009498,0.016203,0.007587,0.006923,0.017315,0.007866,0.010453,0.014375,0.015568,0.008657,0.01013,0.00665,0.007658,0.008593,0.014876,0.00689,0.006555,0.010877,0.007748,0.010441,0.013167,0.013969,0.008048,0.010172,0.009443,0.015052,0.008348,0.009364,0.012006,0.014929,0.015895,0.009267,0.013175,0.008224,0.009557,0.01415,0.009362,0.012995,0.011998,0.112901,0.239076,R/Normal
0.0841,0.015981,0.005191,0.006727,0.013805,0.005556,0.008446,0.00516,0.005341,0.005266,0.010291,0.015802,0.006603,0.008108,0.009918,0.008729,0.006593,0.007431,0.007857,0.012637,0.006659,0.006412,0.01823,0.007771,0.009994,0.012114,0.013351,0.00799,0.010411,0.006699,0.007565,0.008221,0.013063,0.006881,0.006552,0.010929,0.00782,0.00928,0.01122,0.013577,0.008174,0.01045,0.008548,0.013607,0.007345,0.009311,0.012555,0.014321,0.014842,0.009394,0.013449,0.007808,0.009444,0.014733,0.009172,0.013516,0.01242,0.118424,0.248209,R/Normal
0.061244,0.015581,0.004096,0.007925,0.011174,0.006284,0.011263,0.004185,0.006304,0.008185,0.01549,0.015574,0.008218,0.011924,0.016214,0.015332,0.005019,0.008604,0.009194,0.016839,0.009061,0.008388,0.012888,0.008082,0.013432,0.016199,0.017991,0.010889,0.011367,0.004942,0.00864,0.008773,0.015473,0.008339,0.008308,0.007622,0.008278,0.013192,0.01557,0.016625,0.010666,0.011363,0.011046,0.021138,0.009665,0.01139,0.011563,0.020745,0.021019,0.010639,0.013626,0.009997,0.010613,0.009117,0.011592,0.013349,0.011568,0.097956,0.200235,R/Normal
0.044635,0.010859,0.0032,0.007201,0.0123,0.007316,0.01462,0.003301,0.007591,0.007716,0.015558,0.011104,0.007505,0.015091,0.016069,0.017005,0.003242,0.007988,0.010055,0.020401,0.010862,0.011015,0.013486,0.008022,0.017443,0.022707,0.026564,0.011457,0.012833,0.003346,0.007682,0.00957,0.020075,0.010699,0.010372,0.008546,0.008041,0.016067,0.020235,0.023959,0.010956,0.012132,0.009094,0.017711,0.010902,0.012196,0.00713,0.020154,0.022985,0.012376,0.014711,0.011778,0.012656,0.009267,0.012352,0.014756,0.007588,0.095611,0.169907,R/Normal
0.072137,0.014418,0.004877,0.006856,0.012559,0.005636,0.009138,0.004661,0.00583,0.005595,0.010055,0.014578,0.007266,0.010049,0.01035,0.009472,0.006175,0.008361,0.010355,0.018563,0.007815,0.007119,0.016318,0.008183,0.012385,0.01746,0.018508,0.008947,0.010381,0.006123,0.008022,0.009198,0.016158,0.007525,0.006846,0.00983,0.008417,0.011679,0.015139,0.015756,0.008425,0.010195,0.00975,0.017248,0.008997,0.009859,0.011319,0.016757,0.018933,0.0102,0.013238,0.009549,0.010446,0.012747,0.010123,0.013768,0.011458,0.104671,0.223575,R/Normal
0.045122,0.009841,0.003302,0.006777,0.012644,0.006109,0.012078,0.002962,0.005853,0.004997,0.011312,0.009877,0.006661,0.013751,0.0132,0.013694,0.003815,0.007288,0.010607,0.024449,0.010217,0.009557,0.015473,0.007841,0.016197,0.025658,0.029138,0.010555,0.012285,0.004197,0.007735,0.011264,0.023975,0.009073,0.009516,0.008603,0.007873,0.017604,0.026846,0.030239,0.010388,0.012586,0.007396,0.01848,0.012213,0.012648,0.006271,0.01637,0.020818,0.013249,0.015355,0.011204,0.0125,0.010677,0.012268,0.014905,0.006636,0.092319,0.175534,R/Normal
0.079344,0.014891,0.005118,0.006804,0.012902,0.005629,0.008806,0.00533,0.006066,0.005546,0.00941,0.01571,0.007395,0.009682,0.00967,0.009765,0.006507,0.008238,0.009075,0.016079,0.007857,0.007478,0.016739,0.007996,0.011098,0.014316,0.015606,0.009287,0.011438,0.006215,0.007797,0.00878,0.014678,0.007011,0.006821,0.010314,0.00758,0.010881,0.013968,0.014752,0.008416,0.010459,0.008554,0.013516,0.008446,0.009852,0.011622,0.012715,0.014343,0.009777,0.013197,0.008746,0.009823,0.013236,0.010331,0.013862,0.012261,0.112473,0.235791,R/Normal
0.083499,0.014339,0.004974,0.006063,0.013362,0.005192,0.008617,0.004945,0.005331,0.005704,0.010642,0.015196,0.006502,0.008874,0.01189,0.009751,0.006701,0.007522,0.008885,0.014594,0.007238,0.006538,0.017968,0.00802,0.010915,0.013532,0.014662,0.007919,0.010226,0.006365,0.007226,0.008053,0.014303,0.006967,0.006465,0.010699,0.007703,0.010042,0.012578,0.013407,0.007547,0.009919,0.009158,0.014834,0.008074,0.008506,0.011417,0.01488,0.0148,0.009597,0.013141,0.008726,0.009655,0.014746,0.009379,0.013546,0.012494,0.113697,0.242477,R/Normal
0.057346,0.016443,0.003701,0.007523,0.009366,0.005492,0.011098,0.003657,0.005569,0.007699,0.016666,0.017044,0.007315,0.011079,0.017156,0.015228,0.004741,0.008857,0.007475,0.013974,0.008552,0.007651,0.012059,0.008051,0.014964,0.014367,0.016024,0.010243,0.010925,0.004577,0.008514,0.00749,0.014188,0.008655,0.007416,0.006428,0.007833,0.014699,0.013307,0.015577,0.010048,0.01111,0.012249,0.026064,0.010336,0.011992,0.012045,0.024935,0.027076,0.01121,0.01443,0.010891,0.011113,0.008483,0.012313,0.014652,0.012239,0.100988,0.198874,R/Normal
0.079344,0.014891,0.005118,0.006804,0.012902,0.005629,0.008806,0.00533,0.006066,0.005546,0.00941,0.01571,0.007395,0.009682,0.00967,0.009765,0.006507,0.008238,0.009075,0.016079,0.007857,0.007478,0.016739,0.007996,0.011098,0.014316,0.015606,0.009287,0.011438,0.006215,0.007797,0.00878,0.014678,0.007011,0.006821,0.010314,0.00758,0.010881,0.013968,0.014752,0.008416,0.010459,0.008554,0.013516,0.008446,0.009852,0.011622,0.012715,0.014343,0.009777,0.013197,0.008746,0.009823,0.013236,0.010331,0.013862,0.012261,0.112473,0.235791,R/Normal
0.086949,0.016887,0.00481,0.006043,0.014176,0.005118,0.007378,0.004681,0.005086,0.005086,0.009171,0.016869,0.005997,0.007956,0.009943,0.008791,0.006637,0.007212,0.006304,0.010402,0.006262,0.006247,0.019006,0.00754,0.009171,0.00967,0.011268,0.007699,0.010543,0.006171,0.006886,0.006586,0.010002,0.005839,0.006166,0.011221,0.007285,0.008859,0.009316,0.01128,0.007575,0.010683,0.009057,0.013902,0.006744,0.008334,0.013311,0.013024,0.015379,0.009181,0.013803,0.006867,0.009355,0.015115,0.009154,0.014332,0.013425,0.127087,0.261146,R/Normal
0.043476,0.010918,0.002999,0.007767,0.011792,0.00638,0.013729,0.003015,0.00691,0.006443,0.01364,0.01073,0.008307,0.015808,0.014689,0.01374,0.003613,0.008554,0.012254,0.028808,0.011738,0.010049,0.013717,0.008339,0.01584,0.023448,0.029056,0.012224,0.011308,0.003777,0.008662,0.012124,0.02325,0.01012,0.009481,0.00815,0.008586,0.017569,0.026574,0.028103,0.011078,0.010955,0.009394,0.019728,0.012436,0.013137,0.007524,0.018502,0.021607,0.012555,0.013635,0.011192,0.012056,0.009319,0.0123,0.013319,0.007504,0.08488,0.163187,R/Normal
0.076345,0.014494,0.005002,0.006936,0.013718,0.00624,0.010134,0.005085,0.00637,0.006359,0.011469,0.013986,0.007038,0.01025,0.011226,0.010903,0.006099,0.007458,0.008528,0.014603,0.008495,0.007973,0.016836,0.007878,0.011526,0.014221,0.014577,0.008916,0.010875,0.006456,0.007668,0.008711,0.015081,0.0082,0.00765,0.011049,0.008128,0.011772,0.013621,0.014989,0.008501,0.010957,0.009036,0.015034,0.009509,0.009637,0.011203,0.015202,0.015454,0.009872,0.013357,0.009122,0.009702,0.013301,0.009374,0.012869,0.01114,0.109058,0.230808,R/Normal
0.073911,0.012903,0.00513,0.007187,0.014078,0.006192,0.009321,0.005264,0.006378,0.005057,0.0091,0.012768,0.007598,0.011053,0.010629,0.008741,0.006709,0.008218,0.011727,0.020111,0.009555,0.007715,0.017003,0.008353,0.011385,0.01785,0.018058,0.009426,0.010193,0.006609,0.008414,0.012517,0.020376,0.007615,0.007208,0.011201,0.008554,0.01234,0.019166,0.019594,0.008625,0.009749,0.008506,0.014489,0.010193,0.009672,0.010279,0.013331,0.013813,0.010293,0.012532,0.00909,0.009953,0.013615,0.009824,0.012273,0.010577,0.100538,0.21744,R/Normal
0.082513,0.016701,0.004852,0.006479,0.014308,0.005454,0.007839,0.004713,0.005349,0.004675,0.008288,0.016095,0.006513,0.008115,0.008669,0.008117,0.00625,0.007385,0.008289,0.013231,0.006346,0.006628,0.01834,0.007382,0.010802,0.013107,0.014181,0.008315,0.010754,0.006422,0.007635,0.007653,0.012791,0.006363,0.006567,0.010993,0.007684,0.010718,0.01245,0.013395,0.008075,0.010845,0.007303,0.011961,0.008226,0.009774,0.012983,0.011576,0.012787,0.009699,0.014217,0.008065,0.009254,0.014635,0.009329,0.013575,0.012324,0.120871,0.25214,R/Normal
0.07918,0.015234,0.004628,0.006239,0.012524,0.004954,0.007892,0.004619,0.005176,0.00562,0.010434,0.015653,0.006627,0.008479,0.010534,0.009766,0.006378,0.007886,0.00882,0.014204,0.006879,0.006371,0.018181,0.008174,0.011306,0.013982,0.014739,0.008296,0.010034,0.006339,0.007557,0.009057,0.014793,0.006459,0.006281,0.009975,0.007974,0.009964,0.012717,0.015057,0.007811,0.009623,0.009868,0.01651,0.007775,0.009522,0.011893,0.016186,0.017524,0.009862,0.014025,0.008863,0.010321,0.014537,0.009898,0.014202,0.012348,0.11235,0.237898,R/Normal
0.042074,0.011277,0.002635,0.006626,0.01063,0.005655,0.013104,0.002711,0.005691,0.0057,0.013478,0.012011,0.007412,0.014327,0.014082,0.014728,0.003151,0.008176,0.01034,0.023553,0.009431,0.008579,0.013229,0.007365,0.017137,0.023988,0.02987,0.011458,0.012711,0.002967,0.00721,0.009496,0.021575,0.008704,0.008645,0.007343,0.007008,0.016273,0.022813,0.02752,0.010625,0.012163,0.00924,0.022811,0.010159,0.011846,0.007557,0.020602,0.027285,0.011673,0.015207,0.010387,0.012132,0.009046,0.013104,0.016737,0.008195,0.094041,0.176505,R/Normal
0.057621,0.013268,0.003186,0.006719,0.01427,0.00623,0.012266,0.0032,0.006296,0.005609,0.009823,0.01349,0.007023,0.012983,0.011742,0.013136,0.003769,0.007567,0.006635,0.014045,0.008497,0.009458,0.017149,0.007907,0.014254,0.013715,0.018407,0.01062,0.013602,0.003717,0.007386,0.007063,0.014461,0.007741,0.009289,0.009653,0.007742,0.014168,0.0136,0.019475,0.010542,0.013778,0.007032,0.014767,0.008381,0.011478,0.009122,0.013725,0.018284,0.011932,0.016944,0.008678,0.011751,0.01156,0.011509,0.016994,0.008949,0.1185,0.219291,R/Normal
0.079906,0.013749,0.00533,0.006808,0.015092,0.005809,0.008387,0.005477,0.005938,0.005006,0.008935,0.013392,0.006988,0.008558,0.009126,0.007713,0.006687,0.007642,0.011984,0.017468,0.006885,0.006821,0.018388,0.008051,0.010144,0.015487,0.01823,0.008128,0.010047,0.00707,0.008137,0.011263,0.015399,0.006999,0.006631,0.012037,0.008225,0.01082,0.015738,0.016701,0.008074,0.009781,0.007975,0.013543,0.008684,0.009841,0.011423,0.012957,0.012899,0.010063,0.013071,0.008189,0.009422,0.015215,0.009138,0.012055,0.011105,0.110232,0.235136,R/Normal
0.073354,0.014591,0.004755,0.007004,0.012318,0.005802,0.009798,0.004894,0.005935,0.006585,0.012185,0.014509,0.007111,0.009698,0.01314,0.010889,0.006367,0.008009,0.008817,0.015071,0.007971,0.007227,0.016436,0.008389,0.011769,0.014235,0.014752,0.008731,0.010193,0.00642,0.008001,0.008678,0.01442,0.008259,0.007297,0.009717,0.008282,0.012592,0.015057,0.01483,0.008618,0.01005,0.010702,0.01911,0.01001,0.01012,0.011381,0.01772,0.018589,0.010435,0.013592,0.009492,0.010101,0.013695,0.010026,0.013061,0.011532,0.104053,0.223627,R/Normal
0.083499,0.014339,0.004974,0.006063,0.013362,0.005192,0.008617,0.004945,0.005331,0.005704,0.010642,0.015196,0.006502,0.008874,0.01189,0.009751,0.006701,0.007522,0.008885,0.014594,0.007238,0.006538,0.017968,0.00802,0.010915,0.013532,0.014662,0.007919,0.010226,0.006365,0.007226,0.008053,0.014303,0.006967,0.006465,0.010699,0.007703,0.010042,0.012578,0.013407,0.007547,0.009919,0.009158,0.014834,0.008074,0.008506,0.011417,0.01488,0.0148,0.009597,0.013141,0.008726,0.009655,0.014746,0.009379,0.013546,0.012494,0.113697,0.242477,R/Normal
0.054322,0.014026,0.0029,0.007407,0.012443,0.005968,0.012002,0.002639,0.005826,0.004737,0.009788,0.013253,0.006977,0.011644,0.010608,0.012203,0.00378,0.00831,0.0076,0.013935,0.007542,0.00885,0.016879,0.008745,0.016107,0.015887,0.020246,0.0105,0.012209,0.003845,0.00898,0.008336,0.01492,0.007544,0.008961,0.008333,0.009067,0.017013,0.017339,0.021997,0.010991,0.012901,0.00786,0.015913,0.010593,0.013918,0.00917,0.015383,0.020414,0.013309,0.017676,0.009686,0.013213,0.011408,0.012947,0.016662,0.008807,0.109689,0.205793,R/Normal
0.07794,0.013609,0.005506,0.006523,0.014439,0.006055,0.007618,0.005381,0.006293,0.005469,0.008575,0.013619,0.007275,0.009052,0.008511,0.008757,0.006488,0.007694,0.011195,0.019783,0.007324,0.007362,0.017407,0.008381,0.011301,0.015257,0.018803,0.008678,0.010748,0.006325,0.007518,0.009602,0.013076,0.006292,0.007121,0.011347,0.008238,0.010955,0.015428,0.015253,0.007892,0.010579,0.00873,0.014569,0.008414,0.009349,0.011075,0.01476,0.015135,0.009809,0.012718,0.008823,0.01014,0.014113,0.009491,0.012751,0.011106,0.112642,0.231706,R/Normal
0.044906,0.011161,0.003103,0.006987,0.012028,0.006225,0.012928,0.003043,0.006114,0.005497,0.011432,0.01108,0.006871,0.013101,0.012059,0.01308,0.003492,0.006977,0.00964,0.024701,0.009298,0.009324,0.014124,0.006887,0.014983,0.021398,0.026659,0.010823,0.013293,0.003693,0.007242,0.009773,0.024175,0.009516,0.009545,0.008066,0.007449,0.015293,0.0198,0.025839,0.010403,0.013477,0.007542,0.015848,0.009707,0.012181,0.007723,0.016652,0.022132,0.012421,0.017728,0.010015,0.011743,0.009475,0.011736,0.016762,0.007432,0.115302,0.180121,R/Normal
0.077717,0.01477,0.005318,0.007127,0.013435,0.005794,0.009125,0.005629,0.005944,0.006041,0.011769,0.014404,0.00737,0.008973,0.01141,0.009526,0.006755,0.007978,0.010057,0.01618,0.007596,0.007052,0.016631,0.007663,0.011478,0.016347,0.016056,0.008429,0.009978,0.007132,0.00787,0.010668,0.018462,0.007885,0.006845,0.010612,0.007803,0.010855,0.015382,0.01709,0.008616,0.010339,0.008592,0.01399,0.009279,0.009577,0.012042,0.014527,0.013477,0.009562,0.012756,0.009467,0.009077,0.013756,0.009535,0.012166,0.011861,0.104678,0.229546,R/Normal
0.067035,0.012648,0.004475,0.006942,0.013971,0.006679,0.011324,0.004596,0.006932,0.006256,0.011872,0.012644,0.007241,0.011079,0.011825,0.011521,0.005564,0.008209,0.00817,0.015955,0.008569,0.008814,0.017631,0.008996,0.013666,0.015366,0.016387,0.009396,0.011629,0.005461,0.008259,0.00854,0.017181,0.009035,0.008864,0.010608,0.008932,0.013128,0.015406,0.017133,0.009413,0.011356,0.008594,0.0148,0.009717,0.010962,0.009056,0.015903,0.016048,0.01161,0.014594,0.010229,0.011703,0.0132,0.010913,0.014255,0.009074,0.105261,0.21537,R/Normal
0.075349,0.013127,0.005622,0.007339,0.015029,0.005828,0.010499,0.00552,0.005981,0.005727,0.010437,0.012727,0.006735,0.010166,0.011452,0.00999,0.006649,0.007269,0.00952,0.018598,0.008612,0.007363,0.016306,0.007571,0.010906,0.01583,0.01576,0.008628,0.010706,0.006271,0.007318,0.012166,0.022593,0.008865,0.007497,0.012094,0.006916,0.009359,0.017347,0.021637,0.009442,0.011025,0.007788,0.013092,0.007692,0.008986,0.011018,0.015906,0.012864,0.008144,0.012111,0.009088,0.009193,0.01315,0.009162,0.011977,0.01054,0.105977,0.225536,R/Normal
0.054517,0.014297,0.002843,0.006846,0.01004,0.004727,0.011009,0.002754,0.004698,0.00409,0.009068,0.013526,0.006064,0.010343,0.008654,0.010096,0.004518,0.008496,0.007122,0.013548,0.00686,0.006869,0.017186,0.009436,0.016585,0.014866,0.018934,0.009593,0.011315,0.004535,0.008955,0.008636,0.015955,0.007492,0.007234,0.006581,0.009285,0.016643,0.016478,0.022765,0.010466,0.011549,0.009447,0.019346,0.010348,0.013777,0.009508,0.019322,0.026151,0.014234,0.019035,0.009965,0.01399,0.01157,0.012935,0.018783,0.009281,0.111047,0.205786,R/Normal
0.072137,0.014418,0.004877,0.006856,0.012559,0.005636,0.009138,0.004661,0.00583,0.005595,0.010055,0.014578,0.007266,0.010049,0.01035,0.009472,0.006175,0.008361,0.010355,0.018563,0.007815,0.007119,0.016318,0.008183,0.012385,0.01746,0.018508,0.008947,0.010381,0.006123,0.008022,0.009198,0.016158,0.007525,0.006846,0.00983,0.008417,0.011679,0.015139,0.015756,0.008425,0.010195,0.00975,0.017248,0.008997,0.009859,0.011319,0.016757,0.018933,0.0102,0.013238,0.009549,0.010446,0.012747,0.010123,0.013768,0.011458,0.104671,0.223575,R/Normal
0.052053,0.012578,0.003293,0.006735,0.012991,0.005578,0.011762,0.003196,0.005716,0.005144,0.010776,0.012804,0.006711,0.01151,0.010543,0.012108,0.004092,0.007525,0.008965,0.020694,0.008149,0.008516,0.015753,0.007627,0.014322,0.017577,0.022638,0.010215,0.013479,0.004012,0.007456,0.009395,0.020801,0.00831,0.008622,0.008795,0.007627,0.013406,0.017758,0.02312,0.010266,0.013621,0.008422,0.015489,0.008953,0.011627,0.008264,0.015839,0.020587,0.011647,0.016937,0.009631,0.012009,0.010695,0.011691,0.017255,0.008287,0.114223,0.202202,R/Normal
0.070676,0.014973,0.004339,0.006405,0.015322,0.00588,0.00932,0.004571,0.006269,0.005103,0.010123,0.01617,0.007305,0.010952,0.011211,0.010842,0.004909,0.007231,0.007679,0.016281,0.00738,0.00837,0.016285,0.006981,0.010035,0.012891,0.017077,0.010043,0.013818,0.004632,0.006482,0.006323,0.013283,0.006723,0.007909,0.011073,0.007025,0.0105,0.010734,0.01333,0.008649,0.012475,0.007948,0.016248,0.007264,0.00903,0.010899,0.013983,0.017101,0.00944,0.014119,0.006685,0.009699,0.011766,0.009533,0.014435,0.011431,0.123447,0.239394,R/Normal
0.055411,0.015,0.003822,0.008384,0.009911,0.006751,0.012527,0.003793,0.006763,0.008641,0.016938,0.015249,0.008322,0.012461,0.01818,0.017021,0.004625,0.009271,0.009129,0.015666,0.009594,0.008871,0.012708,0.008219,0.01522,0.016507,0.017568,0.01141,0.0109,0.004666,0.009276,0.008906,0.015738,0.009483,0.009012,0.006753,0.00882,0.015009,0.016321,0.017528,0.010995,0.01069,0.011976,0.02317,0.01075,0.012457,0.011143,0.022863,0.023711,0.011673,0.01368,0.011164,0.011164,0.008925,0.012588,0.012978,0.011249,0.091797,0.186657,R/Normal
