attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute21,attribute22,attribute23,attribute24,attribute25,attribute26,attribute27,attribute28,attribute29,attribute30,attribute31,attribute32,attribute33,attribute34,attribute35,attribute36,attribute37,attribute38,attribute39,attribute40,attribute41,attribute42,attribute43,attribute44,attribute45,attribute46,attribute47,attribute48,attribute49,attribute50,attribute51,attribute52,attribute53,attribute54,attribute55,attribute56,attribute57,attribute58,attribute59,class
0.084386,0.015318,0.0046,0.005941,0.014526,0.004896,0.007778,0.004838,0.005112,0.004679,0.009073,0.015924,0.005894,0.007424,0.009123,0.008223,0.006749,0.007543,0.007627,0.011931,0.006056,0.006267,0.019728,0.007828,0.010944,0.014116,0.012773,0.007318,0.01065,0.006714,0.007332,0.00776,0.012609,0.00615,0.006275,0.011393,0.007583,0.009696,0.012068,0.012907,0.007417,0.009992,0.008132,0.012535,0.00755,0.009005,0.012233,0.013558,0.014514,0.00975,0.01371,0.008617,0.010268,0.015949,0.009339,0.013738,0.012964,0.120037,0.252939,R/Normal
0.045627,0.011456,0.002623,0.006118,0.011597,0.005119,0.011273,0.002846,0.005154,0.004312,0.009771,0.011494,0.006358,0.01097,0.009971,0.010661,0.003522,0.007878,0.009342,0.017786,0.007557,0.008037,0.015834,0.00808,0.017673,0.02225,0.026639,0.009818,0.013267,0.003618,0.007475,0.009914,0.020669,0.00797,0.008129,0.007484,0.008268,0.016362,0.021791,0.027336,0.009835,0.012945,0.00766,0.015277,0.010067,0.012765,0.007738,0.016068,0.022456,0.013684,0.019039,0.011144,0.013699,0.010632,0.01325,0.019046,0.007677,0.114758,0.19021,R/Normal
0.072808,0.014163,0.005256,0.00742,0.013233,0.006399,0.00953,0.005143,0.006154,0.007092,0.012532,0.013447,0.007087,0.009865,0.01258,0.011125,0.006445,0.008248,0.011621,0.01669,0.00822,0.007417,0.01558,0.007944,0.011251,0.018218,0.018248,0.008742,0.010067,0.00664,0.008427,0.011222,0.016287,0.007778,0.007545,0.010709,0.008389,0.011869,0.016205,0.017548,0.008594,0.010391,0.009985,0.017135,0.009644,0.01003,0.011131,0.014947,0.016432,0.010041,0.012567,0.009123,0.009652,0.012969,0.009598,0.012524,0.010867,0.100589,0.218635,R/Normal
0.083686,0.015303,0.005575,0.006846,0.01459,0.005752,0.00938,0.005513,0.005535,0.005443,0.010728,0.015651,0.006565,0.009602,0.010441,0.009545,0.006396,0.007215,0.008056,0.014117,0.007818,0.007196,0.016776,0.006999,0.009438,0.011883,0.013423,0.008359,0.011662,0.006262,0.007435,0.008126,0.013946,0.00767,0.007295,0.012046,0.006876,0.009844,0.012504,0.013481,0.008394,0.01122,0.007828,0.012335,0.007745,0.009095,0.012166,0.013114,0.012963,0.008516,0.012695,0.007632,0.00858,0.013567,0.008999,0.012824,0.012539,0.118076,0.246738,R/Normal
0.079362,0.014879,0.004831,0.006653,0.012989,0.005384,0.008791,0.005094,0.005482,0.005755,0.010676,0.015309,0.006921,0.008882,0.010463,0.009508,0.006823,0.007674,0.008796,0.015964,0.007287,0.006963,0.017155,0.0078,0.010772,0.013635,0.014816,0.008631,0.010289,0.006624,0.007583,0.008251,0.014992,0.007316,0.006607,0.010045,0.008023,0.010267,0.011931,0.013505,0.008185,0.009795,0.009599,0.015964,0.008275,0.009209,0.011941,0.016193,0.01665,0.009724,0.01321,0.008548,0.009673,0.01434,0.009729,0.013853,0.012287,0.112337,0.237759,R/Normal
0.040253,0.013939,0.00268,0.007332,0.007949,0.005293,0.012827,0.002871,0.005328,0.00664,0.016688,0.014001,0.007812,0.013752,0.016921,0.017129,0.003492,0.008593,0.009094,0.019684,0.009392,0.008306,0.010432,0.007622,0.01745,0.019241,0.025426,0.012021,0.012899,0.003474,0.008502,0.007975,0.015202,0.00919,0.008099,0.005178,0.007383,0.017167,0.017808,0.021684,0.011444,0.012954,0.011225,0.02475,0.010643,0.013781,0.009403,0.024611,0.031991,0.012403,0.017592,0.01134,0.01247,0.006884,0.01369,0.017156,0.009554,0.102677,0.168704,R/Normal
0.084617,0.015847,0.005133,0.00661,0.013849,0.005468,0.007865,0.00504,0.005143,0.004911,0.008275,0.015609,0.006228,0.007716,0.008913,0.008341,0.007013,0.007835,0.007656,0.011411,0.00672,0.006414,0.01874,0.008647,0.011098,0.012026,0.012748,0.007574,0.010141,0.00684,0.007674,0.007211,0.010867,0.006649,0.00675,0.01097,0.008312,0.010777,0.012029,0.01212,0.008146,0.010752,0.008322,0.013098,0.008901,0.009501,0.012694,0.013834,0.014034,0.010107,0.01356,0.008987,0.010445,0.015052,0.009725,0.013787,0.012567,0.118374,0.250326,R/Normal
0.073476,0.014118,0.005298,0.00684,0.012784,0.005906,0.008574,0.005284,0.006142,0.00616,0.010335,0.013982,0.007235,0.009495,0.011597,0.00974,0.006787,0.008218,0.011947,0.020804,0.007987,0.007288,0.015306,0.007666,0.011022,0.017458,0.021774,0.009057,0.01065,0.006676,0.008168,0.011001,0.016734,0.007056,0.006945,0.009936,0.008111,0.011248,0.016743,0.018496,0.008266,0.010542,0.009155,0.015937,0.008882,0.009936,0.0112,0.015344,0.015132,0.0096,0.013097,0.008739,0.009355,0.012148,0.00994,0.012942,0.011211,0.104072,0.220458,R/Normal
0.0321,0.009429,0.001995,0.005178,0.00936,0.004398,0.01061,0.001818,0.004123,0.00382,0.009813,0.009641,0.005066,0.011407,0.01105,0.011474,0.00247,0.006415,0.007665,0.01834,0.007492,0.007542,0.012956,0.006604,0.020388,0.022726,0.033801,0.009433,0.012241,0.002229,0.006105,0.007557,0.019109,0.007243,0.007373,0.006246,0.006292,0.018793,0.021363,0.031871,0.009594,0.012254,0.006552,0.018678,0.010237,0.013732,0.006129,0.019064,0.03332,0.014083,0.023772,0.011227,0.014817,0.008554,0.014646,0.024977,0.006376,0.15522,0.153229,R/Normal
0.030515,0.011699,0.001973,0.005726,0.007903,0.004479,0.012471,0.001717,0.004493,0.005107,0.014164,0.011961,0.005752,0.014193,0.016349,0.018267,0.0024,0.00682,0.007359,0.02241,0.009097,0.008297,0.00986,0.005621,0.017373,0.019679,0.03246,0.011594,0.013903,0.001992,0.006419,0.006867,0.018013,0.008066,0.008117,0.005168,0.005534,0.018478,0.021078,0.028542,0.010766,0.013786,0.007237,0.023403,0.010551,0.013683,0.007081,0.01965,0.034625,0.012584,0.020603,0.010033,0.012345,0.006271,0.014016,0.021608,0.007494,0.142893,0.149456,R/Normal
0.081273,0.015743,0.004985,0.006501,0.012649,0.005313,0.008243,0.005018,0.005222,0.005709,0.011159,0.015205,0.006198,0.007974,0.010495,0.009479,0.006645,0.007653,0.007903,0.011524,0.006459,0.006284,0.017789,0.008396,0.011223,0.011674,0.012666,0.007591,0.009893,0.007019,0.008011,0.007984,0.01156,0.006743,0.006344,0.010256,0.008502,0.010929,0.012536,0.013235,0.007783,0.00999,0.010503,0.017031,0.008801,0.010087,0.01291,0.017902,0.018725,0.010428,0.013516,0.008994,0.010419,0.014431,0.009145,0.013549,0.012254,0.112903,0.240646,R/Normal
0.082936,0.016032,0.004618,0.006375,0.013279,0.005289,0.008789,0.004849,0.005246,0.004993,0.009697,0.016537,0.006402,0.008685,0.009748,0.008743,0.006607,0.007886,0.007184,0.011338,0.007086,0.006701,0.018107,0.008024,0.010626,0.011408,0.01234,0.008154,0.010692,0.00643,0.007549,0.007053,0.011927,0.00697,0.006577,0.010742,0.007837,0.010019,0.010064,0.012112,0.008139,0.010358,0.009068,0.014665,0.007971,0.009197,0.012704,0.014923,0.015579,0.009702,0.013764,0.00846,0.009933,0.014544,0.009639,0.014303,0.012876,0.119062,0.249461,R/Normal
0.087908,0.015626,0.005012,0.00648,0.013887,0.00514,0.008323,0.005196,0.005315,0.004662,0.008147,0.016501,0.006578,0.008018,0.008476,0.007789,0.007039,0.007691,0.008284,0.01287,0.006553,0.006341,0.018641,0.007491,0.010082,0.012478,0.013984,0.008301,0.01061,0.006673,0.00676,0.007375,0.013825,0.00689,0.006274,0.011133,0.006905,0.008336,0.009826,0.012368,0.007974,0.010222,0.007647,0.011437,0.006753,0.00827,0.01276,0.011981,0.012736,0.008534,0.013241,0.007988,0.00926,0.015124,0.009373,0.014051,0.013188,0.122244,0.257431,R/Normal
0.076047,0.015292,0.00547,0.00728,0.014396,0.006745,0.009973,0.005379,0.006467,0.006894,0.012442,0.015874,0.007217,0.009662,0.012183,0.012105,0.006087,0.00765,0.00817,0.014585,0.007477,0.008357,0.015399,0.007401,0.010744,0.013023,0.01416,0.008895,0.011512,0.005878,0.007124,0.008217,0.014526,0.007852,0.008308,0.011289,0.007528,0.010185,0.012318,0.013576,0.009282,0.011672,0.009046,0.016082,0.008254,0.008955,0.011944,0.015293,0.015641,0.009293,0.012327,0.00875,0.009118,0.012446,0.009208,0.012483,0.012282,0.110522,0.233715,R/Normal
0.04213,0.011724,0.002771,0.006596,0.009948,0.005652,0.012867,0.002737,0.006204,0.006391,0.014141,0.012337,0.006951,0.013247,0.013506,0.014968,0.003436,0.008571,0.008928,0.01793,0.009191,0.009153,0.013854,0.008533,0.020252,0.022695,0.0256,0.011105,0.011742,0.003371,0.00838,0.008499,0.017232,0.009339,0.008959,0.006506,0.008935,0.020681,0.021234,0.023712,0.010303,0.011065,0.009378,0.023559,0.013986,0.013674,0.007602,0.021944,0.028654,0.014728,0.016607,0.013189,0.01467,0.009323,0.014227,0.017013,0.008232,0.09284,0.168998,R/Normal
0.074418,0.016482,0.004494,0.006433,0.015189,0.006066,0.009085,0.00454,0.005947,0.004891,0.009439,0.016274,0.006449,0.008863,0.009066,0.010362,0.005147,0.00707,0.005778,0.010392,0.006133,0.007979,0.017122,0.007183,0.01079,0.010962,0.012521,0.008785,0.014077,0.005131,0.007192,0.005714,0.010385,0.006129,0.007992,0.01086,0.007332,0.010651,0.010272,0.01255,0.008762,0.013873,0.006426,0.011831,0.006767,0.009606,0.011807,0.011774,0.014488,0.009924,0.016287,0.006954,0.009842,0.012341,0.009918,0.015948,0.012037,0.131124,0.254146,R/Normal
0.077712,0.013326,0.005162,0.007518,0.014889,0.006466,0.009188,0.005317,0.006364,0.005153,0.00932,0.013574,0.00713,0.008955,0.009345,0.008666,0.006325,0.008558,0.009092,0.01293,0.007143,0.00772,0.018119,0.00875,0.01259,0.015384,0.015263,0.008781,0.011226,0.006553,0.008593,0.008929,0.013589,0.007331,0.007965,0.011484,0.009165,0.01251,0.014906,0.015335,0.009216,0.011002,0.007609,0.012846,0.009733,0.011029,0.010262,0.013291,0.0128,0.011126,0.013899,0.010001,0.010843,0.014082,0.010815,0.013794,0.010456,0.109928,0.23094,R/Normal
0.077725,0.014413,0.005699,0.007164,0.014209,0.006302,0.009656,0.005387,0.006168,0.006171,0.01154,0.014424,0.006899,0.009361,0.011977,0.010303,0.006788,0.007519,0.009231,0.015603,0.007964,0.007383,0.016466,0.007568,0.01107,0.01503,0.01494,0.008417,0.010517,0.006441,0.007678,0.009795,0.016131,0.008074,0.007576,0.011013,0.007754,0.011149,0.015669,0.015555,0.008844,0.010759,0.008207,0.015544,0.009086,0.009623,0.011812,0.01408,0.012935,0.009559,0.012623,0.009155,0.009225,0.013289,0.009375,0.012577,0.011441,0.107892,0.231252,R/Normal
0.070264,0.01422,0.005045,0.007242,0.013109,0.006413,0.010466,0.005095,0.006274,0.006836,0.012623,0.014454,0.007405,0.010259,0.012637,0.011102,0.006127,0.008572,0.011446,0.016901,0.008329,0.007696,0.015479,0.00821,0.012439,0.018623,0.018903,0.009058,0.010589,0.006172,0.008147,0.010169,0.016463,0.008425,0.00792,0.010237,0.007953,0.011936,0.016093,0.016862,0.009281,0.010636,0.009219,0.016397,0.009559,0.01022,0.010951,0.016288,0.015257,0.010029,0.012507,0.010044,0.01032,0.012542,0.010138,0.012323,0.011355,0.100172,0.216566,R/Normal
0.041006,0.010615,0.002641,0.006437,0.012123,0.005945,0.014026,0.002762,0.005521,0.005463,0.013237,0.011282,0.006478,0.013565,0.012869,0.013843,0.003088,0.007189,0.009221,0.024103,0.009761,0.009064,0.014014,0.007183,0.017486,0.023774,0.027706,0.0109,0.013858,0.002816,0.006359,0.009297,0.0261,0.010168,0.00925,0.008107,0.00645,0.013515,0.020796,0.025788,0.010436,0.013526,0.007726,0.015675,0.008725,0.010823,0.007005,0.020032,0.02271,0.011075,0.016606,0.011674,0.012396,0.009191,0.01247,0.017904,0.007459,0.111664,0.179099,R/Normal
0.062414,0.013289,0.003612,0.006838,0.013388,0.005827,0.01051,0.003626,0.005975,0.004952,0.009586,0.013149,0.006674,0.010838,0.010032,0.009772,0.004764,0.008119,0.008089,0.015635,0.007966,0.008154,0.017499,0.00867,0.014141,0.016487,0.01792,0.009491,0.012145,0.004543,0.007911,0.008848,0.016781,0.007429,0.008072,0.009433,0.008502,0.01324,0.01516,0.018182,0.009721,0.012247,0.00805,0.014242,0.008978,0.011259,0.009699,0.014946,0.018045,0.011969,0.016083,0.009751,0.012234,0.012519,0.011641,0.016476,0.009263,0.11471,0.220505,R/Normal
0.07679,0.01448,0.004558,0.006154,0.013707,0.005158,0.008221,0.004722,0.005364,0.004369,0.008934,0.015877,0.006658,0.008947,0.00914,0.008027,0.006351,0.008404,0.009408,0.014492,0.007006,0.00675,0.018814,0.008093,0.011431,0.0144,0.016669,0.008612,0.010499,0.006239,0.007504,0.009167,0.013534,0.006466,0.006564,0.01035,0.007918,0.010914,0.014361,0.015415,0.008133,0.010209,0.008202,0.013834,0.008313,0.009733,0.011303,0.013021,0.014433,0.010332,0.013991,0.008717,0.010357,0.014658,0.010529,0.015031,0.012041,0.11618,0.240516,R/Normal
0.058168,0.012329,0.004401,0.007706,0.012835,0.006475,0.011094,0.004156,0.00631,0.005677,0.011565,0.011895,0.007325,0.011369,0.012678,0.010637,0.00519,0.008525,0.01018,0.018287,0.009238,0.008394,0.015545,0.00873,0.015486,0.021994,0.020784,0.009672,0.010821,0.005125,0.008428,0.010681,0.020084,0.008546,0.008637,0.009206,0.008576,0.01512,0.020236,0.021743,0.010222,0.011295,0.008677,0.019561,0.011229,0.01175,0.009018,0.020014,0.018235,0.011982,0.01465,0.011373,0.011908,0.011544,0.011692,0.01387,0.008593,0.096401,0.194136,R/Normal
0.076047,0.015292,0.00547,0.00728,0.014396,0.006745,0.009973,0.005379,0.006467,0.006894,0.012442,0.015874,0.007217,0.009662,0.012183,0.012105,0.006087,0.00765,0.00817,0.014585,0.007477,0.008357,0.015399,0.007401,0.010744,0.013023,0.01416,0.008895,0.011512,0.005878,0.007124,0.008217,0.014526,0.007852,0.008308,0.011289,0.007528,0.010185,0.012318,0.013576,0.009282,0.011672,0.009046,0.016082,0.008254,0.008955,0.011944,0.015293,0.015641,0.009293,0.012327,0.00875,0.009118,0.012446,0.009208,0.012483,0.012282,0.110522,0.233715,R/Normal
0.07372,0.015105,0.004634,0.00696,0.012996,0.006098,0.009531,0.004671,0.006093,0.005919,0.011056,0.015103,0.006938,0.010078,0.011662,0.010741,0.006234,0.007979,0.007663,0.014194,0.008098,0.007567,0.017355,0.008333,0.012206,0.013454,0.014305,0.009067,0.010817,0.006092,0.007871,0.007719,0.013852,0.00784,0.007716,0.010192,0.008453,0.011667,0.013387,0.013831,0.008699,0.010673,0.009318,0.016676,0.009016,0.010313,0.011507,0.017069,0.016444,0.010702,0.013826,0.009584,0.010558,0.01367,0.010301,0.013559,0.011451,0.110753,0.228682,R/Normal
0.050252,0.012503,0.003391,0.007283,0.012237,0.00603,0.013315,0.003305,0.005775,0.005564,0.012367,0.012323,0.006902,0.013222,0.012846,0.013677,0.00376,0.007657,0.00907,0.020351,0.009541,0.009012,0.014649,0.007605,0.015688,0.018737,0.02407,0.011067,0.013148,0.003624,0.007466,0.009351,0.019185,0.009218,0.009159,0.00817,0.007551,0.015713,0.018821,0.024552,0.011116,0.013386,0.007937,0.017382,0.010377,0.012248,0.008595,0.016557,0.020888,0.012131,0.016039,0.010473,0.011945,0.009713,0.012482,0.016228,0.008425,0.103285,0.192638,R/Normal
0.041243,0.01105,0.002614,0.006661,0.011938,0.005943,0.014561,0.002705,0.005782,0.005206,0.01256,0.010188,0.006279,0.012822,0.011429,0.013927,0.002976,0.006724,0.009294,0.02182,0.008977,0.009342,0.014004,0.007175,0.017269,0.023196,0.027337,0.010056,0.013213,0.003491,0.007399,0.010023,0.024742,0.009916,0.009686,0.008241,0.007471,0.015711,0.022276,0.029881,0.011163,0.014245,0.008043,0.016118,0.009652,0.012384,0.007382,0.020149,0.023429,0.01219,0.017747,0.011393,0.012311,0.009209,0.011507,0.015782,0.006531,0.10973,0.175909,R/Normal
0.046908,0.01277,0.002857,0.006352,0.011112,0.005316,0.011986,0.002874,0.004994,0.00485,0.011626,0.01176,0.005954,0.010831,0.011939,0.012007,0.00356,0.007054,0.007999,0.018485,0.007402,0.007795,0.014797,0.007566,0.016173,0.016836,0.021898,0.009375,0.013494,0.003963,0.007717,0.008566,0.01879,0.008474,0.008317,0.007332,0.00804,0.01557,0.017108,0.022919,0.010216,0.014064,0.008065,0.018888,0.009577,0.012572,0.008446,0.01971,0.023438,0.013131,0.02022,0.010358,0.012436,0.00998,0.011815,0.019059,0.007961,0.122539,0.194159,R/Normal
0.08504,0.017007,0.004949,0.006537,0.014576,0.004988,0.007834,0.004786,0.00481,0.004862,0.008997,0.016548,0.005899,0.007172,0.009013,0.008454,0.006097,0.007118,0.006708,0.010414,0.005601,0.006276,0.018572,0.007178,0.009568,0.010931,0.011711,0.007548,0.010816,0.006345,0.007443,0.007637,0.012106,0.006093,0.006346,0.01125,0.007111,0.009765,0.01236,0.013885,0.00789,0.011225,0.00751,0.0129,0.007136,0.009522,0.013416,0.012251,0.013039,0.009213,0.014039,0.007338,0.008823,0.014414,0.008731,0.013924,0.013133,0.125274,0.259867,R/Normal
0.09038,0.017118,0.004889,0.005868,0.014133,0.004713,0.00703,0.00497,0.004674,0.004103,0.007785,0.017323,0.005975,0.00702,0.007642,0.006782,0.00678,0.007084,0.006002,0.00977,0.005785,0.005896,0.019298,0.00742,0.00958,0.009628,0.010525,0.007375,0.010615,0.006732,0.007166,0.006039,0.009304,0.00561,0.005782,0.01122,0.007408,0.009087,0.009655,0.010474,0.007488,0.010732,0.007595,0.011957,0.006994,0.008801,0.013554,0.012538,0.013161,0.009201,0.014167,0.007239,0.009202,0.015443,0.008985,0.014339,0.013761,0.129772,0.270434,R/Normal
0.04106,0.012277,0.001863,0.005361,0.010306,0.00414,0.00995,0.002009,0.004277,0.003324,0.007309,0.013355,0.006094,0.011582,0.008529,0.010711,0.002886,0.008203,0.008486,0.018505,0.006621,0.007893,0.015284,0.007198,0.018717,0.023206,0.032707,0.011476,0.01524,0.00273,0.007216,0.007811,0.016636,0.005954,0.007256,0.006711,0.006786,0.017709,0.018873,0.02768,0.009878,0.01316,0.005973,0.015347,0.009853,0.013838,0.007782,0.013472,0.022296,0.012948,0.020522,0.010162,0.013738,0.009847,0.015656,0.022333,0.008723,0.126785,0.193752,R/Normal
0.079078,0.015801,0.00497,0.00662,0.013549,0.005657,0.008847,0.004355,0.005403,0.004807,0.008842,0.015183,0.006072,0.008508,0.009458,0.008537,0.006463,0.007728,0.007529,0.013328,0.006736,0.006753,0.018723,0.008241,0.011072,0.012993,0.013337,0.007661,0.01019,0.005915,0.007564,0.00873,0.015097,0.006856,0.007127,0.010766,0.007709,0.010251,0.012564,0.014834,0.008679,0.010999,0.008159,0.013246,0.007694,0.00942,0.012226,0.014201,0.014849,0.009823,0.014151,0.008628,0.010313,0.014175,0.009912,0.014642,0.011822,0.118397,0.244808,R/Normal
0.042285,0.015686,0.002831,0.007498,0.009049,0.005533,0.012549,0.002896,0.005902,0.007749,0.017992,0.015562,0.007862,0.01351,0.018319,0.019135,0.003094,0.008178,0.008275,0.01779,0.009734,0.008983,0.009904,0.006549,0.015785,0.01646,0.022865,0.012403,0.013656,0.003253,0.008291,0.008899,0.01607,0.008678,0.008539,0.005893,0.006568,0.015127,0.018358,0.024912,0.012036,0.01343,0.011001,0.023501,0.009978,0.013147,0.010338,0.025476,0.028048,0.010851,0.015761,0.011217,0.010492,0.00656,0.012718,0.014438,0.010699,0.101273,0.176413,R/Normal
0.0469,0.010549,0.003323,0.006846,0.011169,0.005914,0.012956,0.00349,0.006051,0.006436,0.015919,0.010644,0.006641,0.012296,0.014885,0.01321,0.004171,0.008053,0.009944,0.021819,0.009586,0.008744,0.015145,0.008588,0.017712,0.023583,0.025094,0.009894,0.011106,0.004527,0.008031,0.009667,0.024457,0.010409,0.008541,0.008034,0.008536,0.015648,0.020132,0.023965,0.009886,0.010595,0.008692,0.020327,0.010897,0.012302,0.007361,0.02279,0.022401,0.01292,0.016263,0.012292,0.01356,0.01064,0.012418,0.016151,0.007153,0.09765,0.173087,R/Normal
