attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute21,attribute22,attribute23,attribute24,attribute25,attribute26,attribute27,attribute28,attribute29,attribute30,attribute31,attribute32,attribute33,attribute34,attribute35,attribute36,attribute37,attribute38,attribute39,attribute40,attribute41,attribute42,attribute43,attribute44,attribute45,attribute46,attribute47,attribute48,attribute49,attribute50,attribute51,attribute52,attribute53,attribute54,attribute55,attribute56,attribute57,attribute58,attribute59,class
0.045709,0.010512,0.003408,0.006696,0.012894,0.006439,0.012431,0.00349,0.006949,0.0063,0.01247,0.010984,0.006977,0.013158,0.013268,0.014277,0.00368,0.00734,0.010271,0.024009,0.009968,0.010188,0.014338,0.007684,0.015005,0.022008,0.027158,0.010538,0.012873,0.003776,0.00719,0.010161,0.023029,0.009095,0.009595,0.00884,0.00785,0.015195,0.021676,0.026108,0.010287,0.012714,0.008626,0.018763,0.009984,0.011608,0.007123,0.017795,0.024064,0.012466,0.016183,0.010382,0.012169,0.009734,0.011568,0.015576,0.007209,0.103457,0.176754,R/Normal
0.087397,0.016298,0.005164,0.006244,0.014615,0.005298,0.007738,0.005032,0.005091,0.004967,0.008364,0.016584,0.006218,0.007331,0.008535,0.007796,0.006929,0.007953,0.007249,0.011085,0.005845,0.006227,0.018481,0.00775,0.010111,0.012564,0.012466,0.007804,0.010658,0.006408,0.007078,0.006636,0.011072,0.006355,0.006424,0.011648,0.007338,0.009089,0.00984,0.011165,0.007779,0.010707,0.007878,0.012278,0.007305,0.008705,0.013414,0.011747,0.01288,0.009076,0.013325,0.007895,0.009409,0.015146,0.009632,0.014174,0.013146,0.123942,0.260713,R/Normal
0.047357,0.012485,0.002189,0.005669,0.010583,0.004087,0.010462,0.002398,0.003998,0.003575,0.009619,0.013407,0.00594,0.010703,0.009271,0.010103,0.003654,0.00786,0.007263,0.01656,0.007122,0.006924,0.017593,0.008493,0.017929,0.018447,0.023781,0.009932,0.011877,0.00367,0.007749,0.008097,0.017062,0.007247,0.006762,0.006705,0.008111,0.017912,0.019492,0.024566,0.009204,0.011671,0.0077,0.017502,0.010494,0.013819,0.008395,0.018677,0.02498,0.014481,0.019969,0.010819,0.01443,0.011563,0.013698,0.020067,0.008516,0.114561,0.2028,R/Normal
0.088392,0.015694,0.004943,0.00562,0.014146,0.004915,0.006416,0.005094,0.004976,0.004185,0.007282,0.016085,0.005973,0.00734,0.007872,0.007087,0.006765,0.007303,0.007295,0.011274,0.005837,0.00606,0.020216,0.007889,0.009857,0.011051,0.01239,0.007542,0.01015,0.007086,0.007166,0.007269,0.010521,0.005201,0.005822,0.011521,0.008137,0.00973,0.011231,0.012058,0.007067,0.010036,0.008614,0.013298,0.00751,0.008982,0.012518,0.012233,0.014751,0.010565,0.0143,0.007725,0.009836,0.016183,0.008954,0.014141,0.012599,0.124659,0.260638,R/Normal
0.055115,0.012708,0.00272,0.005485,0.010608,0.004091,0.008696,0.002559,0.004058,0.003209,0.007223,0.012734,0.005363,0.009281,0.007411,0.008155,0.004862,0.008235,0.008263,0.018194,0.006327,0.006225,0.020849,0.009915,0.017274,0.017947,0.020946,0.008411,0.010327,0.004349,0.008041,0.007816,0.01626,0.005994,0.006409,0.007393,0.009582,0.017643,0.018595,0.021094,0.008171,0.010564,0.007999,0.017188,0.011225,0.012799,0.008341,0.016206,0.023936,0.014937,0.019825,0.010362,0.014927,0.014588,0.013274,0.019964,0.00871,0.114462,0.212153,R/Normal
0.082437,0.015009,0.00426,0.005618,0.013236,0.004992,0.007664,0.004502,0.004889,0.004483,0.008669,0.016013,0.00607,0.008252,0.00838,0.007996,0.006501,0.007803,0.006713,0.010775,0.006446,0.006243,0.019821,0.008515,0.011224,0.011549,0.011633,0.007422,0.010261,0.006468,0.007317,0.006638,0.010773,0.005998,0.006189,0.010389,0.008579,0.011273,0.010953,0.011657,0.00721,0.009617,0.009261,0.016455,0.008215,0.009148,0.012073,0.013993,0.017803,0.010731,0.014647,0.008532,0.010581,0.015769,0.009546,0.015002,0.012551,0.122898,0.252357,R/Normal
0.06901,0.014034,0.00549,0.007312,0.012914,0.006114,0.009558,0.004907,0.006228,0.006724,0.011959,0.012852,0.007002,0.010635,0.013486,0.01113,0.005962,0.007315,0.009775,0.019689,0.008592,0.00772,0.014739,0.007388,0.010799,0.01552,0.016568,0.008693,0.010097,0.00634,0.008667,0.012078,0.022035,0.00797,0.007343,0.010074,0.008423,0.013234,0.020397,0.021996,0.009,0.010582,0.009489,0.019975,0.010358,0.01058,0.011283,0.018816,0.017368,0.010247,0.013025,0.008554,0.009099,0.011889,0.008719,0.011478,0.009847,0.09923,0.209696,R/Normal
0.037299,0.012494,0.001728,0.005863,0.009672,0.004138,0.011357,0.001691,0.004538,0.003692,0.009738,0.012833,0.0059,0.01362,0.01067,0.01299,0.002405,0.007309,0.007267,0.017016,0.007709,0.008479,0.013323,0.006716,0.018407,0.019745,0.031036,0.012157,0.015553,0.002434,0.007153,0.007326,0.01566,0.006407,0.007912,0.00587,0.00643,0.017213,0.018707,0.030498,0.011181,0.014888,0.005896,0.014359,0.009139,0.014449,0.007847,0.01402,0.025014,0.013084,0.021891,0.009566,0.013839,0.008527,0.01517,0.023376,0.008008,0.133842,0.184945,R/Normal
0.083684,0.015186,0.004987,0.006259,0.013088,0.005432,0.008025,0.005163,0.005466,0.005499,0.009895,0.015499,0.006379,0.007756,0.00972,0.00897,0.006985,0.007899,0.007723,0.010904,0.006012,0.006544,0.018946,0.008772,0.011469,0.012225,0.012524,0.007632,0.010141,0.00701,0.007711,0.00741,0.011022,0.006161,0.00632,0.010693,0.008584,0.010145,0.011387,0.011943,0.00766,0.009682,0.00987,0.014861,0.008161,0.009303,0.012301,0.015081,0.016569,0.010159,0.013964,0.008837,0.010554,0.015515,0.009839,0.014132,0.012491,0.116835,0.247012,R/Normal
0.090983,0.01671,0.004958,0.005854,0.012924,0.004877,0.007125,0.004958,0.005028,0.005087,0.009287,0.016846,0.005586,0.007041,0.009206,0.008529,0.007405,0.007311,0.005028,0.007652,0.005543,0.006235,0.019309,0.00878,0.009874,0.007964,0.008649,0.007042,0.010472,0.007138,0.006939,0.005275,0.008173,0.006044,0.006015,0.010455,0.008411,0.009165,0.007569,0.008747,0.007116,0.010351,0.009944,0.014475,0.00708,0.008705,0.013485,0.015966,0.016758,0.009691,0.01474,0.007795,0.010319,0.015341,0.008909,0.015089,0.013484,0.128011,0.262549,R/Normal
0.054511,0.01281,0.002812,0.006115,0.011814,0.005012,0.009858,0.003101,0.005299,0.004375,0.009392,0.013278,0.006398,0.010199,0.007964,0.009915,0.004106,0.008121,0.007499,0.015169,0.006685,0.007795,0.017979,0.009328,0.01763,0.016172,0.019927,0.009412,0.012242,0.004275,0.008135,0.008088,0.015141,0.006786,0.007364,0.007872,0.008977,0.015982,0.016809,0.021378,0.009054,0.011522,0.00834,0.015617,0.009323,0.01278,0.008623,0.019163,0.02488,0.014037,0.018725,0.010577,0.014607,0.012005,0.013385,0.01982,0.00868,0.114204,0.208932,R/Normal
0.048666,0.011422,0.00268,0.005912,0.012846,0.005666,0.010788,0.003019,0.005609,0.00496,0.011308,0.012286,0.006601,0.011377,0.011366,0.011876,0.003917,0.008123,0.009039,0.018945,0.007836,0.008404,0.016875,0.008743,0.017749,0.020291,0.026105,0.010201,0.012967,0.003725,0.007071,0.008413,0.017908,0.007804,0.007956,0.008542,0.008349,0.015175,0.018255,0.021704,0.009137,0.011635,0.008863,0.018876,0.00996,0.011392,0.007412,0.019243,0.022898,0.013251,0.016407,0.011547,0.013817,0.01152,0.013003,0.017755,0.00827,0.108812,0.195724,R/Normal
0.095075,0.016327,0.005189,0.005683,0.015207,0.005005,0.007728,0.004993,0.004591,0.003954,0.008192,0.015774,0.005341,0.006446,0.006676,0.006673,0.006906,0.006585,0.005579,0.00885,0.005033,0.00553,0.020534,0.007643,0.009174,0.009358,0.009507,0.006527,0.009832,0.007183,0.006742,0.006095,0.01062,0.006486,0.005836,0.012431,0.007758,0.009386,0.009249,0.010208,0.006906,0.010253,0.008114,0.012212,0.007186,0.008319,0.013079,0.013677,0.013413,0.009349,0.013683,0.00719,0.009346,0.017317,0.00822,0.013415,0.012932,0.129042,0.270443,R/Normal
0.078406,0.015546,0.005106,0.006792,0.012791,0.005591,0.008194,0.005186,0.005781,0.005561,0.009748,0.015024,0.007057,0.008877,0.010265,0.008999,0.00664,0.007897,0.008771,0.013592,0.007335,0.007073,0.016738,0.008181,0.011438,0.013517,0.014455,0.008601,0.010328,0.006889,0.008091,0.009077,0.01303,0.00686,0.006577,0.01033,0.008158,0.011019,0.013991,0.014804,0.008075,0.010188,0.009878,0.01675,0.00851,0.009908,0.012197,0.017091,0.018458,0.010197,0.013728,0.009039,0.010181,0.013612,0.009651,0.013499,0.011938,0.109974,0.234811,R/Normal
0.080899,0.015646,0.005067,0.006693,0.013603,0.005239,0.00734,0.005041,0.005359,0.004806,0.008395,0.015929,0.007047,0.008067,0.008436,0.008006,0.00684,0.00797,0.010053,0.014732,0.006572,0.006648,0.017366,0.007503,0.010774,0.014719,0.016537,0.008551,0.010724,0.006713,0.008026,0.009859,0.014207,0.006271,0.006248,0.01083,0.00754,0.010598,0.015259,0.015897,0.008229,0.010535,0.00711,0.011979,0.008618,0.009817,0.012369,0.012658,0.012337,0.008981,0.013884,0.008563,0.009201,0.013842,0.010062,0.013595,0.012781,0.115379,0.244052,R/Normal
0.065639,0.015964,0.004115,0.006998,0.013386,0.006417,0.010498,0.004325,0.006521,0.006043,0.011196,0.016421,0.007181,0.010523,0.01138,0.013155,0.004677,0.007863,0.006274,0.011923,0.007311,0.00882,0.015179,0.007501,0.012118,0.011855,0.015152,0.010355,0.013745,0.004705,0.007753,0.006372,0.011714,0.006931,0.008516,0.009472,0.007694,0.012285,0.011496,0.014363,0.009948,0.013601,0.007897,0.014046,0.008114,0.01103,0.01148,0.015094,0.017936,0.010799,0.015892,0.00792,0.010799,0.010815,0.011068,0.015623,0.011667,0.122188,0.230248,R/Normal
0.081439,0.014828,0.005441,0.006652,0.013737,0.005797,0.008173,0.005804,0.006003,0.005763,0.009969,0.015432,0.007418,0.009132,0.01043,0.008986,0.007064,0.007942,0.010051,0.016895,0.007535,0.007026,0.016568,0.007867,0.010194,0.014518,0.016585,0.008777,0.010639,0.006939,0.007682,0.008687,0.013379,0.00683,0.006822,0.011046,0.007913,0.010167,0.012477,0.013993,0.008063,0.010171,0.008887,0.014564,0.008218,0.009144,0.011774,0.013033,0.013928,0.009774,0.012804,0.008214,0.009462,0.013843,0.009705,0.013109,0.012646,0.112196,0.237862,R/Normal
0.071609,0.014146,0.005099,0.00744,0.013125,0.006706,0.00992,0.00479,0.006439,0.007101,0.013769,0.013663,0.006982,0.010004,0.013943,0.01224,0.006082,0.007947,0.008672,0.013669,0.007801,0.007935,0.016471,0.008781,0.011968,0.013893,0.014422,0.00851,0.009896,0.006451,0.008451,0.009109,0.014384,0.007959,0.008145,0.010341,0.009121,0.01226,0.01394,0.015355,0.009224,0.010406,0.0118,0.020494,0.009741,0.010295,0.011388,0.017748,0.020395,0.011524,0.013066,0.008841,0.010888,0.013439,0.009877,0.012468,0.010701,0.1015,0.217668,R/Normal
0.046318,0.012821,0.002481,0.00631,0.010861,0.004517,0.010917,0.002502,0.004734,0.003974,0.008254,0.013507,0.007027,0.012173,0.008802,0.0101,0.003804,0.008363,0.009457,0.02197,0.007964,0.007583,0.015917,0.00775,0.017217,0.021717,0.028413,0.011194,0.012789,0.003558,0.007587,0.008839,0.020821,0.007343,0.007253,0.007062,0.007627,0.016909,0.019702,0.025261,0.01,0.011907,0.007362,0.01769,0.010194,0.012944,0.008446,0.015677,0.022625,0.013077,0.018073,0.010585,0.012855,0.010549,0.013671,0.019229,0.008866,0.108336,0.196515,R/Normal
0.069339,0.012946,0.004696,0.006549,0.012667,0.005693,0.009612,0.004497,0.00601,0.006041,0.011207,0.013884,0.007107,0.010509,0.012767,0.011398,0.006332,0.008364,0.010042,0.017069,0.008298,0.007609,0.016609,0.008667,0.01332,0.01666,0.01761,0.008719,0.010294,0.006098,0.007875,0.009549,0.016735,0.007835,0.007074,0.009407,0.008579,0.011982,0.015464,0.016233,0.008449,0.010282,0.010912,0.019922,0.009041,0.009616,0.010025,0.018775,0.020146,0.010827,0.013422,0.010454,0.011118,0.012523,0.010635,0.014105,0.010873,0.102114,0.215419,R/Normal
0.043646,0.012703,0.002411,0.00644,0.010596,0.004776,0.013414,0.002013,0.004124,0.003941,0.011821,0.010102,0.004848,0.009013,0.009471,0.011192,0.00323,0.006866,0.008157,0.017489,0.00627,0.006604,0.016816,0.007861,0.017703,0.023445,0.024715,0.007687,0.010856,0.003691,0.008241,0.009548,0.026167,0.009294,0.007855,0.007311,0.008426,0.019987,0.022503,0.030746,0.011032,0.012747,0.007152,0.018772,0.012346,0.014946,0.00821,0.016767,0.023372,0.014392,0.020782,0.011263,0.013311,0.01111,0.01226,0.01755,0.006917,0.105332,0.189763,R/Normal
0.081753,0.015733,0.005014,0.006586,0.013929,0.005347,0.008426,0.004746,0.005272,0.004679,0.008492,0.015673,0.006522,0.008806,0.008634,0.008078,0.006398,0.007305,0.007509,0.014252,0.006949,0.006668,0.018512,0.008212,0.010923,0.011536,0.012622,0.007735,0.010082,0.006463,0.007421,0.008708,0.013707,0.006691,0.006378,0.011002,0.007765,0.010155,0.01337,0.014751,0.008236,0.010396,0.008224,0.012152,0.007921,0.009352,0.012373,0.014172,0.013804,0.009611,0.013655,0.008604,0.009931,0.015236,0.009317,0.014195,0.012259,0.11856,0.249195,R/Normal
0.080419,0.01526,0.005573,0.006928,0.014217,0.006606,0.009561,0.005546,0.006445,0.006611,0.012014,0.01523,0.007183,0.009711,0.012019,0.011241,0.006297,0.007493,0.008488,0.014449,0.0077,0.007909,0.015889,0.007298,0.010039,0.013059,0.014498,0.008852,0.011451,0.006363,0.007216,0.007598,0.01347,0.007499,0.007796,0.011206,0.007211,0.009571,0.012125,0.012809,0.008522,0.011303,0.009078,0.014545,0.00763,0.008948,0.012198,0.014855,0.014672,0.008676,0.012719,0.007849,0.008799,0.012791,0.009163,0.012593,0.012195,0.113636,0.238981,R/Normal
0.086117,0.013912,0.005139,0.005932,0.015774,0.004899,0.007049,0.005311,0.00515,0.004336,0.007189,0.014057,0.006187,0.007367,0.007424,0.00789,0.006725,0.007371,0.009246,0.014473,0.005675,0.006307,0.019288,0.007664,0.010333,0.013556,0.015851,0.007396,0.010511,0.006821,0.007135,0.009003,0.013328,0.005654,0.00584,0.012701,0.007639,0.01063,0.014471,0.014502,0.00708,0.010065,0.007708,0.012444,0.007969,0.009101,0.011367,0.012521,0.014611,0.009904,0.01332,0.007788,0.009396,0.015935,0.00881,0.01337,0.011739,0.122921,0.248099,R/Normal
0.051279,0.016081,0.003364,0.008157,0.009951,0.005557,0.012193,0.003107,0.005601,0.006281,0.013257,0.015136,0.00746,0.011173,0.013811,0.01532,0.004169,0.008649,0.008493,0.015759,0.00811,0.00784,0.012174,0.007746,0.014231,0.014922,0.019472,0.010935,0.012178,0.004178,0.008873,0.009247,0.017232,0.008473,0.007916,0.006351,0.007648,0.014306,0.015551,0.021268,0.011647,0.012979,0.009502,0.019905,0.009573,0.013131,0.011068,0.018185,0.021994,0.011393,0.016284,0.009688,0.011491,0.008243,0.012856,0.0157,0.010507,0.118617,0.19379,R/Normal
0.086459,0.016798,0.005792,0.006624,0.013849,0.006046,0.0085,0.005492,0.00558,0.006188,0.011526,0.015594,0.006254,0.0083,0.011039,0.009379,0.006868,0.007449,0.006726,0.010706,0.007163,0.006683,0.017333,0.007991,0.01005,0.01033,0.010444,0.007737,0.010081,0.007229,0.007629,0.006569,0.010565,0.00732,0.007054,0.011552,0.007839,0.010042,0.010597,0.010565,0.008082,0.010576,0.009629,0.015249,0.008088,0.009173,0.01322,0.015081,0.015379,0.009514,0.013262,0.00859,0.009408,0.014359,0.008844,0.012962,0.012956,0.116281,0.249404,R/Normal
0.078539,0.014657,0.005101,0.006738,0.01325,0.006068,0.008873,0.005362,0.006042,0.005778,0.010243,0.015083,0.007102,0.009329,0.009747,0.009152,0.006827,0.008525,0.009126,0.014413,0.007699,0.007365,0.016822,0.008558,0.011844,0.015367,0.015704,0.008949,0.010687,0.006684,0.007752,0.008296,0.013611,0.007464,0.007029,0.010445,0.008354,0.011024,0.012867,0.013466,0.008208,0.010039,0.00954,0.015296,0.008706,0.009521,0.011812,0.015859,0.015649,0.009992,0.012937,0.00948,0.010472,0.013803,0.010194,0.013338,0.012566,0.109297,0.233349,R/Normal
0.080899,0.015646,0.005067,0.006693,0.013603,0.005239,0.00734,0.005041,0.005359,0.004806,0.008395,0.015929,0.007047,0.008067,0.008436,0.008006,0.00684,0.00797,0.010053,0.014732,0.006572,0.006648,0.017366,0.007503,0.010774,0.014719,0.016537,0.008551,0.010724,0.006713,0.008026,0.009859,0.014207,0.006271,0.006248,0.01083,0.00754,0.010598,0.015259,0.015897,0.008229,0.010535,0.00711,0.011979,0.008618,0.009817,0.012369,0.012658,0.012337,0.008981,0.013884,0.008563,0.009201,0.013842,0.010062,0.013595,0.012781,0.115379,0.244052,R/Normal
0.068562,0.011326,0.005349,0.00835,0.016974,0.007253,0.011019,0.005105,0.007211,0.005077,0.008195,0.011983,0.008314,0.01139,0.008849,0.008655,0.005576,0.008292,0.014984,0.025441,0.009156,0.009079,0.017659,0.007812,0.011008,0.022844,0.023678,0.009791,0.010758,0.005435,0.008483,0.015009,0.024033,0.00884,0.008799,0.013793,0.007568,0.0108,0.020616,0.023246,0.009863,0.010387,0.00577,0.009026,0.00868,0.009866,0.009237,0.009567,0.009885,0.009334,0.010952,0.008633,0.009273,0.014112,0.010179,0.011207,0.009544,0.095918,0.212258,R/Normal
0.06901,0.014034,0.00549,0.007312,0.012914,0.006114,0.009558,0.004907,0.006228,0.006724,0.011959,0.012852,0.007002,0.010635,0.013486,0.01113,0.005962,0.007315,0.009775,0.019689,0.008592,0.00772,0.014739,0.007388,0.010799,0.01552,0.016568,0.008693,0.010097,0.00634,0.008667,0.012078,0.022035,0.00797,0.007343,0.010074,0.008423,0.013234,0.020397,0.021996,0.009,0.010582,0.009489,0.019975,0.010358,0.01058,0.011283,0.018816,0.017368,0.010247,0.013025,0.008554,0.009099,0.011889,0.008719,0.011478,0.009847,0.09923,0.209696,R/Normal
0.083632,0.015752,0.005237,0.00671,0.014401,0.005446,0.009092,0.005277,0.005455,0.00552,0.011246,0.015399,0.00648,0.008969,0.010035,0.009047,0.00671,0.007367,0.008469,0.013794,0.00755,0.006683,0.017495,0.007299,0.010024,0.013719,0.013645,0.008342,0.010507,0.006678,0.007287,0.007854,0.01536,0.00772,0.006838,0.011544,0.007307,0.008708,0.011209,0.012911,0.008373,0.01048,0.008207,0.013608,0.007259,0.008657,0.012507,0.013817,0.01373,0.008879,0.012806,0.008008,0.00893,0.013828,0.009147,0.0128,0.012255,0.116501,0.247491,R/Normal
0.071696,0.01263,0.004993,0.007175,0.014776,0.006865,0.010259,0.004792,0.006742,0.005513,0.009768,0.012359,0.007288,0.010362,0.010118,0.010031,0.006045,0.008378,0.008937,0.015325,0.008105,0.008734,0.018474,0.008991,0.012988,0.016443,0.016905,0.009053,0.011305,0.006026,0.008211,0.009229,0.016293,0.008113,0.008664,0.011243,0.009134,0.013025,0.016188,0.016935,0.009195,0.011209,0.007584,0.014163,0.010003,0.010744,0.009162,0.013993,0.014284,0.011617,0.01401,0.010102,0.011618,0.013959,0.010908,0.013842,0.008974,0.106668,0.219852,R/Normal
0.085738,0.014878,0.005385,0.006354,0.014581,0.005342,0.00788,0.005317,0.0056,0.004871,0.007943,0.014973,0.006432,0.008153,0.00907,0.007902,0.007133,0.007721,0.008602,0.013487,0.006614,0.00664,0.019334,0.007938,0.009939,0.012365,0.013405,0.007567,0.010015,0.007057,0.007651,0.008588,0.014068,0.006247,0.006552,0.011742,0.008129,0.010563,0.012157,0.013574,0.007649,0.010088,0.00818,0.013787,0.008434,0.009112,0.012157,0.01252,0.013438,0.009999,0.013187,0.008164,0.009208,0.015985,0.00921,0.013246,0.012214,0.116602,0.249316,R/Normal
0.073488,0.014802,0.005058,0.007392,0.013401,0.006162,0.009133,0.004826,0.005858,0.006099,0.010087,0.014324,0.006968,0.009052,0.010983,0.010695,0.006137,0.008313,0.010034,0.01402,0.007152,0.007326,0.016013,0.008039,0.011866,0.016884,0.017009,0.008667,0.01061,0.005879,0.007959,0.009982,0.01666,0.007272,0.00756,0.010039,0.007864,0.011116,0.01403,0.017245,0.009199,0.011499,0.009581,0.017734,0.008472,0.009891,0.011871,0.015722,0.017911,0.010238,0.013259,0.009083,0.009945,0.012206,0.010155,0.013182,0.011297,0.107142,0.22561,R/Normal
