attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute21,attribute22,attribute23,attribute24,attribute25,attribute26,attribute27,attribute28,attribute29,attribute30,attribute31,attribute32,attribute33,attribute34,attribute35,attribute36,attribute37,attribute38,attribute39,attribute40,attribute41,attribute42,attribute43,attribute44,attribute45,attribute46,attribute47,attribute48,attribute49,attribute50,attribute51,attribute52,attribute53,attribute54,attribute55,attribute56,attribute57,attribute58,attribute59,class
0.083157,0.016027,0.005134,0.006465,0.013228,0.005476,0.008815,0.005207,0.005776,0.006053,0.011667,0.016419,0.00646,0.008455,0.011427,0.009981,0.006652,0.007292,0.007152,0.011038,0.006989,0.006852,0.017133,0.008173,0.010767,0.01095,0.011719,0.008215,0.010638,0.00665,0.006747,0.006755,0.012906,0.007411,0.006665,0.01041,0.007256,0.00837,0.009377,0.011432,0.008135,0.010223,0.010665,0.014363,0.006757,0.00835,0.012565,0.018894,0.018701,0.00863,0.013033,0.008748,0.010254,0.013724,0.009252,0.013358,0.012987,0.119482,0.244586,R/Normal
0.076477,0.014441,0.005283,0.007385,0.013983,0.005953,0.009618,0.005151,0.00617,0.005416,0.010104,0.014062,0.00731,0.009757,0.010035,0.008712,0.006402,0.007998,0.010434,0.017366,0.007854,0.007485,0.016037,0.00785,0.0117,0.01668,0.016875,0.008901,0.010547,0.006563,0.008109,0.011297,0.016696,0.007986,0.006903,0.01119,0.007595,0.011026,0.017081,0.018689,0.009131,0.010557,0.008227,0.012863,0.008696,0.009813,0.011533,0.013392,0.01336,0.009197,0.012722,0.009572,0.00952,0.012937,0.009811,0.012656,0.011495,0.106603,0.228792,R/Normal
0.073745,0.012964,0.005294,0.00721,0.014472,0.007024,0.009921,0.005166,0.007011,0.005908,0.01017,0.012857,0.007702,0.01101,0.011624,0.010441,0.006051,0.008414,0.008624,0.015788,0.008787,0.008652,0.017181,0.008852,0.012285,0.013302,0.015709,0.009473,0.011745,0.006026,0.008179,0.008608,0.01432,0.007937,0.008595,0.011201,0.008584,0.012255,0.015361,0.01587,0.009119,0.011785,0.008165,0.014438,0.009271,0.010366,0.009463,0.014385,0.014317,0.010924,0.013799,0.009333,0.011032,0.013119,0.010486,0.014225,0.00975,0.108406,0.2233,R/Normal
0.040215,0.010642,0.003139,0.007884,0.012675,0.007001,0.014908,0.002854,0.006881,0.006757,0.015037,0.009866,0.00743,0.014414,0.014989,0.015535,0.003208,0.007463,0.011873,0.027168,0.010604,0.010012,0.012985,0.007376,0.016102,0.0272,0.031112,0.010934,0.011612,0.003143,0.007777,0.012986,0.027611,0.010904,0.010334,0.008648,0.007535,0.016611,0.027126,0.033673,0.011901,0.012238,0.008343,0.01922,0.011515,0.012249,0.007209,0.017879,0.020596,0.011692,0.013609,0.011221,0.011172,0.008934,0.011647,0.012777,0.00676,0.0876,0.159216,R/Normal
0.048996,0.015478,0.002994,0.007094,0.009441,0.005425,0.012193,0.003019,0.005544,0.007096,0.016375,0.01582,0.007394,0.012622,0.017134,0.017364,0.003888,0.008064,0.007174,0.016838,0.008806,0.008542,0.011456,0.007556,0.015442,0.014525,0.017885,0.01121,0.013256,0.00387,0.007761,0.007661,0.017391,0.00877,0.008257,0.006072,0.007576,0.014404,0.014331,0.017851,0.010971,0.012895,0.011485,0.024038,0.009892,0.011909,0.01026,0.025866,0.027972,0.011715,0.015772,0.010828,0.011818,0.007743,0.012788,0.015681,0.010543,0.10661,0.188637,R/Normal
0.047808,0.01192,0.003338,0.006946,0.012337,0.005876,0.011943,0.003399,0.006005,0.00553,0.01224,0.01173,0.007232,0.012732,0.012152,0.013152,0.003787,0.007638,0.010648,0.023692,0.009028,0.009042,0.01428,0.007629,0.014826,0.022118,0.028511,0.010998,0.013144,0.003984,0.007698,0.010509,0.022688,0.008179,0.0086,0.008546,0.007867,0.015857,0.021976,0.028132,0.010757,0.013465,0.007876,0.015781,0.010508,0.012301,0.008173,0.015997,0.019944,0.012048,0.016076,0.010062,0.011468,0.01004,0.011954,0.015501,0.008046,0.101493,0.184794,R/Normal
0.093652,0.016896,0.004748,0.005255,0.014058,0.004507,0.006185,0.004963,0.004741,0.00406,0.006669,0.017747,0.005798,0.006872,0.007661,0.006901,0.007233,0.007022,0.005228,0.008437,0.005243,0.005853,0.019988,0.008114,0.0092,0.007731,0.009085,0.007184,0.010591,0.007087,0.007099,0.005021,0.007497,0.004772,0.005579,0.011139,0.00765,0.009473,0.008533,0.00914,0.006975,0.010048,0.007762,0.011648,0.007203,0.008794,0.013115,0.012335,0.013827,0.00954,0.014734,0.007223,0.009667,0.01612,0.008903,0.015451,0.014139,0.133989,0.273917,R/Normal
0.075502,0.014395,0.005291,0.007331,0.013756,0.006114,0.009874,0.005429,0.006194,0.005702,0.010109,0.014336,0.007282,0.010254,0.010908,0.009508,0.006371,0.007836,0.010406,0.020188,0.008421,0.007418,0.015917,0.007205,0.010848,0.01658,0.018132,0.00905,0.010924,0.006269,0.007872,0.010405,0.018865,0.008184,0.007425,0.010902,0.007305,0.011361,0.017997,0.018465,0.00908,0.010954,0.007036,0.013443,0.009283,0.009823,0.011323,0.012829,0.011911,0.009109,0.012912,0.008723,0.008822,0.01249,0.009723,0.012605,0.011563,0.10625,0.225789,R/Normal
0.04702,0.009703,0.00315,0.006734,0.013075,0.006131,0.011692,0.003618,0.006378,0.005472,0.011977,0.0107,0.007356,0.01294,0.01268,0.012247,0.003996,0.008056,0.011653,0.024288,0.009505,0.009467,0.015821,0.008418,0.015656,0.025572,0.030679,0.010912,0.012601,0.003985,0.007393,0.011757,0.023551,0.008638,0.008719,0.009061,0.008157,0.015329,0.023891,0.028118,0.0095,0.011193,0.008592,0.0202,0.010753,0.011201,0.006549,0.017018,0.021039,0.012314,0.014501,0.010644,0.012783,0.01104,0.012587,0.015756,0.007128,0.093675,0.177432,R/Normal
0.086303,0.015701,0.00465,0.005855,0.014141,0.004786,0.006483,0.005032,0.005025,0.004865,0.008589,0.016407,0.006494,0.007054,0.009068,0.008446,0.00668,0.007486,0.008201,0.01125,0.005606,0.006114,0.018894,0.007728,0.010483,0.01239,0.013459,0.007862,0.010425,0.006274,0.007108,0.007472,0.010805,0.005442,0.005726,0.011475,0.007641,0.009167,0.011142,0.012575,0.007331,0.009983,0.009118,0.01493,0.007051,0.008601,0.01269,0.0145,0.01601,0.009249,0.013247,0.008053,0.009381,0.014755,0.009419,0.014226,0.013408,0.122164,0.255582,R/Normal
0.076277,0.015721,0.004334,0.006643,0.012756,0.005904,0.009331,0.004446,0.005583,0.006778,0.012706,0.015353,0.00627,0.008996,0.013055,0.012112,0.005971,0.00767,0.00621,0.010094,0.007096,0.007012,0.018222,0.008712,0.011772,0.010461,0.01063,0.00791,0.009891,0.006077,0.007962,0.00718,0.011945,0.007361,0.007139,0.009623,0.00886,0.012222,0.010585,0.012218,0.008426,0.010092,0.011457,0.019431,0.009327,0.009975,0.012349,0.019155,0.020352,0.011286,0.013825,0.009032,0.010879,0.014326,0.009747,0.013831,0.012279,0.112427,0.232717,R/Normal
0.090067,0.016491,0.004875,0.005549,0.014204,0.004616,0.007084,0.00508,0.004466,0.003937,0.007531,0.016702,0.005773,0.006935,0.006843,0.006277,0.007119,0.007304,0.006647,0.011115,0.005713,0.005709,0.020771,0.008086,0.00963,0.010341,0.010943,0.007111,0.010302,0.006808,0.007031,0.00627,0.011005,0.005961,0.005593,0.011271,0.007609,0.009393,0.009391,0.010892,0.007132,0.009824,0.007401,0.011703,0.007636,0.008728,0.013228,0.011641,0.012241,0.009681,0.014224,0.007722,0.009679,0.016798,0.008968,0.014641,0.013338,0.128731,0.268241,R/Normal
0.043976,0.011662,0.002765,0.00668,0.01295,0.005946,0.013943,0.003095,0.006276,0.004753,0.011749,0.01235,0.007064,0.014382,0.011218,0.014594,0.002983,0.007461,0.008863,0.020482,0.008962,0.010323,0.013332,0.006542,0.015978,0.020621,0.0297,0.012459,0.015576,0.003023,0.006772,0.008525,0.020693,0.009065,0.010212,0.008594,0.006198,0.013871,0.017856,0.027951,0.011704,0.014792,0.006287,0.013959,0.008211,0.012143,0.007813,0.01493,0.021825,0.011105,0.016954,0.009343,0.012012,0.008747,0.013512,0.017581,0.008279,0.113488,0.187866,R/Normal
0.072287,0.013774,0.005019,0.007129,0.013767,0.006005,0.0095,0.005224,0.006466,0.005812,0.010634,0.01403,0.007227,0.009834,0.010658,0.010119,0.006466,0.007994,0.011168,0.019806,0.00819,0.008077,0.016447,0.007683,0.01119,0.017641,0.020058,0.009246,0.010926,0.006607,0.008102,0.009762,0.017063,0.007641,0.007493,0.010212,0.008114,0.011802,0.016766,0.017329,0.008612,0.010339,0.008995,0.014648,0.009549,0.010284,0.010463,0.014778,0.015387,0.010281,0.013372,0.008803,0.009458,0.013063,0.010016,0.012878,0.010842,0.104231,0.220732,R/Normal
0.068562,0.011326,0.005349,0.00835,0.016974,0.007253,0.011019,0.005105,0.007211,0.005077,0.008195,0.011983,0.008314,0.01139,0.008849,0.008655,0.005576,0.008292,0.014984,0.025441,0.009156,0.009079,0.017659,0.007812,0.011008,0.022844,0.023678,0.009791,0.010758,0.005435,0.008483,0.015009,0.024033,0.00884,0.008799,0.013793,0.007568,0.0108,0.020616,0.023246,0.009863,0.010387,0.00577,0.009026,0.00868,0.009866,0.009237,0.009567,0.009885,0.009334,0.010952,0.008633,0.009273,0.014112,0.010179,0.011207,0.009544,0.095918,0.212258,R/Normal
0.071574,0.013964,0.003269,0.005635,0.013006,0.004699,0.008812,0.003235,0.004672,0.003795,0.008061,0.013798,0.005579,0.00908,0.008863,0.009286,0.005544,0.007897,0.005388,0.01013,0.0061,0.006889,0.021918,0.009738,0.013979,0.010932,0.013382,0.00782,0.01184,0.005566,0.00764,0.005877,0.010789,0.005729,0.006611,0.008903,0.00968,0.013341,0.011242,0.014376,0.00788,0.011974,0.007797,0.014428,0.008169,0.01083,0.009482,0.014494,0.018512,0.013221,0.018605,0.008716,0.01322,0.015429,0.011127,0.018635,0.009737,0.126319,0.242784,R/Normal
0.061791,0.015133,0.003971,0.007433,0.010539,0.005919,0.010754,0.003807,0.006043,0.006407,0.01318,0.015185,0.007752,0.011975,0.014818,0.012848,0.005178,0.009333,0.008843,0.015701,0.008907,0.007947,0.013905,0.00885,0.015036,0.016167,0.017046,0.010321,0.010982,0.004999,0.008913,0.008853,0.014525,0.00783,0.007716,0.007492,0.008572,0.014582,0.016606,0.016816,0.00976,0.011146,0.010362,0.01983,0.010606,0.011832,0.011199,0.019112,0.020597,0.011375,0.01419,0.010364,0.011489,0.010099,0.012296,0.01525,0.011234,0.101577,0.205007,R/Normal
0.087001,0.015725,0.005311,0.006682,0.014663,0.006015,0.008616,0.00564,0.005806,0.005163,0.009165,0.016201,0.006608,0.008189,0.008375,0.008719,0.006604,0.007642,0.007338,0.011662,0.006411,0.007097,0.017949,0.007279,0.010291,0.011897,0.012273,0.008221,0.011329,0.00647,0.006997,0.007222,0.011922,0.006857,0.007112,0.011874,0.007036,0.008848,0.010518,0.011995,0.008046,0.010975,0.007688,0.01162,0.006994,0.008419,0.012841,0.012687,0.012326,0.008553,0.012948,0.008011,0.009052,0.014691,0.009032,0.013549,0.013246,0.121533,0.257062,R/Normal
0.074449,0.014896,0.004975,0.007075,0.013899,0.0059,0.009286,0.004865,0.00575,0.005509,0.009164,0.014268,0.006788,0.009132,0.009406,0.009247,0.006174,0.007656,0.009971,0.017264,0.007241,0.007358,0.016748,0.007751,0.011286,0.016706,0.016996,0.008617,0.010257,0.006166,0.00776,0.010208,0.016659,0.007461,0.007432,0.010722,0.00798,0.011112,0.016406,0.017034,0.008811,0.010537,0.009081,0.01574,0.008548,0.009777,0.011987,0.014939,0.016254,0.009825,0.013265,0.008873,0.009678,0.013095,0.009352,0.01269,0.011453,0.108655,0.229868,R/Normal
0.073523,0.014842,0.005065,0.006861,0.012791,0.006183,0.008667,0.005124,0.006412,0.006932,0.011393,0.014321,0.007279,0.010099,0.012475,0.011352,0.006309,0.007933,0.008491,0.01442,0.008322,0.007749,0.016492,0.008259,0.011614,0.013084,0.014454,0.008898,0.010472,0.006434,0.008112,0.008239,0.012334,0.007151,0.007538,0.010337,0.009098,0.012791,0.014311,0.013793,0.008213,0.010361,0.011107,0.020948,0.010165,0.010088,0.011964,0.016183,0.019845,0.011115,0.013225,0.009165,0.010198,0.013147,0.009686,0.012892,0.011393,0.105302,0.225049,R/Normal
0.07625,0.014864,0.00482,0.0063,0.012794,0.005862,0.009119,0.004847,0.006141,0.006568,0.013077,0.015131,0.00676,0.009953,0.014002,0.01139,0.006013,0.007358,0.007919,0.014362,0.008015,0.007336,0.016695,0.00777,0.010923,0.013365,0.013668,0.008383,0.0109,0.006006,0.007088,0.007735,0.013802,0.007313,0.007268,0.009979,0.007892,0.010525,0.011876,0.013085,0.007926,0.010508,0.010548,0.019445,0.008302,0.008878,0.011795,0.018185,0.01812,0.009621,0.013225,0.008548,0.009542,0.012925,0.009286,0.013326,0.01206,0.111055,0.23355,R/Normal
0.063739,0.011843,0.003491,0.006103,0.014522,0.00549,0.009089,0.003833,0.005771,0.004212,0.00851,0.012235,0.006668,0.009943,0.007899,0.008564,0.004969,0.00816,0.008981,0.017109,0.007536,0.008136,0.020053,0.009587,0.015717,0.017393,0.019953,0.009265,0.011527,0.005089,0.007991,0.008534,0.015647,0.006781,0.007719,0.010058,0.009066,0.014017,0.018732,0.019081,0.008426,0.011128,0.007365,0.011908,0.009727,0.011527,0.008388,0.01441,0.016386,0.013006,0.016206,0.01077,0.013064,0.014608,0.011883,0.016503,0.008471,0.112484,0.220727,R/Normal
0.08713,0.01648,0.005124,0.006461,0.013952,0.004966,0.007433,0.005407,0.004901,0.004433,0.007375,0.016546,0.00679,0.00766,0.008028,0.007328,0.006394,0.007657,0.0081,0.012829,0.006054,0.006106,0.018111,0.007124,0.009917,0.012191,0.013479,0.008242,0.010926,0.006945,0.007699,0.008178,0.012617,0.005954,0.006046,0.010871,0.007018,0.008955,0.012502,0.013836,0.008087,0.010879,0.007326,0.010697,0.006894,0.009671,0.013166,0.012159,0.011781,0.008811,0.014351,0.00789,0.008789,0.014583,0.009251,0.013667,0.012867,0.123405,0.25796,R/Normal
0.054131,0.014016,0.002467,0.005918,0.011366,0.004297,0.009992,0.002655,0.004185,0.003118,0.007844,0.014103,0.005483,0.009935,0.00799,0.009044,0.003667,0.007404,0.00592,0.0115,0.00642,0.007059,0.017742,0.008219,0.016275,0.014871,0.019028,0.008955,0.013555,0.003612,0.00733,0.006244,0.013101,0.006344,0.007218,0.007334,0.008034,0.016563,0.014557,0.019638,0.009517,0.013691,0.007561,0.017227,0.009706,0.012718,0.008997,0.017163,0.023552,0.013674,0.020729,0.009209,0.013714,0.011651,0.013074,0.021204,0.009214,0.127195,0.223072,R/Normal
0.079877,0.015402,0.004938,0.006569,0.012611,0.005476,0.008613,0.00495,0.005892,0.006167,0.01053,0.01615,0.006631,0.009146,0.011766,0.010216,0.006868,0.00804,0.007548,0.012782,0.007535,0.007043,0.017703,0.008352,0.010905,0.012387,0.013189,0.008158,0.010616,0.006626,0.007824,0.008004,0.012967,0.007161,0.006904,0.010492,0.008137,0.010334,0.012162,0.013916,0.008257,0.010208,0.008831,0.014974,0.008289,0.009465,0.012104,0.014856,0.015308,0.009664,0.013802,0.008869,0.010211,0.014108,0.009652,0.01428,0.012644,0.113033,0.240857,R/Normal
0.062977,0.013403,0.004422,0.007199,0.01255,0.005819,0.010724,0.004305,0.006085,0.006221,0.014492,0.012255,0.00705,0.010387,0.013376,0.011266,0.005426,0.007765,0.010341,0.01892,0.008454,0.007705,0.015975,0.008158,0.012712,0.018225,0.018822,0.008852,0.010096,0.006197,0.009254,0.013144,0.021723,0.008292,0.007625,0.009634,0.008792,0.013106,0.022455,0.024046,0.00929,0.010343,0.010185,0.017351,0.009934,0.01133,0.01054,0.019716,0.018827,0.011159,0.013658,0.010085,0.010674,0.012414,0.009905,0.012133,0.009677,0.093797,0.200734,R/Normal
0.077178,0.015163,0.004993,0.007569,0.013912,0.005406,0.009038,0.004984,0.005237,0.004742,0.009246,0.014423,0.006642,0.008388,0.008618,0.007758,0.006423,0.00792,0.009506,0.015656,0.007094,0.006556,0.017547,0.008037,0.011973,0.015537,0.015332,0.008053,0.009794,0.006928,0.008393,0.012436,0.019224,0.007635,0.006469,0.010741,0.007804,0.010391,0.015688,0.02003,0.009171,0.010063,0.008431,0.012534,0.008176,0.010211,0.011745,0.014832,0.01396,0.009513,0.013157,0.009837,0.010198,0.014369,0.009743,0.013034,0.011395,0.107785,0.233384,R/Normal
0.045617,0.010994,0.003439,0.007158,0.012282,0.006194,0.01221,0.003454,0.00644,0.00558,0.011621,0.010821,0.007229,0.013513,0.012282,0.012556,0.003834,0.007481,0.010935,0.024957,0.0101,0.009385,0.013886,0.007251,0.015007,0.024533,0.028527,0.01095,0.013086,0.003603,0.007681,0.012257,0.024035,0.008829,0.009142,0.008536,0.007312,0.015647,0.026213,0.031664,0.010612,0.013333,0.007512,0.015974,0.010695,0.011939,0.007472,0.014956,0.018822,0.01143,0.015786,0.010612,0.011419,0.009409,0.011834,0.015195,0.007416,0.102477,0.176867,R/Normal
0.078249,0.014713,0.005148,0.006573,0.012965,0.005545,0.008869,0.0051,0.005467,0.005947,0.010335,0.014211,0.006754,0.009087,0.010755,0.009695,0.006649,0.007793,0.009102,0.014149,0.00726,0.006494,0.017702,0.008192,0.010272,0.013649,0.014864,0.008181,0.010126,0.006649,0.007619,0.009013,0.014402,0.007231,0.006679,0.010392,0.008418,0.011028,0.012911,0.014703,0.008285,0.010185,0.010526,0.019196,0.008569,0.00918,0.01152,0.016777,0.018597,0.010419,0.013331,0.008086,0.0099,0.014106,0.00916,0.013556,0.011283,0.111145,0.233285,R/Normal
0.085963,0.01539,0.006023,0.007046,0.014464,0.005718,0.008414,0.005668,0.005698,0.005088,0.008828,0.015438,0.006862,0.008243,0.008929,0.008123,0.006782,0.007703,0.009346,0.013353,0.00679,0.006629,0.017088,0.00706,0.010272,0.014963,0.014857,0.008192,0.010632,0.006483,0.007604,0.009753,0.015057,0.007068,0.007022,0.011887,0.007158,0.009928,0.01389,0.015336,0.008511,0.010691,0.006997,0.011618,0.007873,0.009211,0.012582,0.010776,0.011095,0.00857,0.012387,0.008208,0.008538,0.013933,0.009646,0.01262,0.012445,0.116294,0.247257,R/Normal
0.079063,0.014976,0.004862,0.006742,0.012912,0.005389,0.009255,0.005086,0.005286,0.005236,0.010811,0.015322,0.007092,0.009132,0.009937,0.00923,0.00638,0.007825,0.010005,0.01728,0.00719,0.006763,0.016633,0.007445,0.011353,0.015235,0.017011,0.008704,0.010692,0.006399,0.007617,0.009597,0.016526,0.007494,0.006519,0.010448,0.007575,0.010264,0.013971,0.016129,0.008354,0.010278,0.008281,0.013068,0.007967,0.009569,0.011998,0.014287,0.013811,0.009211,0.013427,0.008873,0.009348,0.013513,0.009779,0.013262,0.012276,0.111285,0.236023,R/Normal
0.062844,0.015639,0.004683,0.008276,0.011465,0.007021,0.011924,0.004868,0.00706,0.008791,0.016542,0.015647,0.008344,0.01179,0.015418,0.01511,0.00514,0.008758,0.008573,0.014851,0.009319,0.009046,0.012699,0.007933,0.013438,0.015641,0.016034,0.010714,0.011722,0.005134,0.00849,0.008442,0.01581,0.009572,0.009269,0.008411,0.007884,0.012511,0.013731,0.016055,0.010737,0.011474,0.010007,0.018612,0.009609,0.011036,0.011841,0.020083,0.018277,0.010358,0.012997,0.010447,0.010219,0.009596,0.011097,0.012937,0.011779,0.099376,0.204917,R/Normal
0.078814,0.015058,0.004646,0.006524,0.013182,0.005624,0.008773,0.004747,0.005597,0.005093,0.008935,0.014973,0.007175,0.009334,0.009297,0.008817,0.006623,0.008554,0.009805,0.016172,0.007248,0.006868,0.017498,0.007931,0.011361,0.015584,0.017081,0.008685,0.010673,0.006435,0.008052,0.00895,0.014489,0.006871,0.00689,0.010362,0.007758,0.010572,0.013702,0.01542,0.008317,0.01025,0.007896,0.012595,0.008175,0.010062,0.011924,0.012387,0.013325,0.009818,0.013871,0.008959,0.009737,0.013842,0.010281,0.014263,0.011962,0.113455,0.238705,R/Normal
0.079063,0.014976,0.004862,0.006742,0.012912,0.005389,0.009255,0.005086,0.005286,0.005236,0.010811,0.015322,0.007092,0.009132,0.009937,0.00923,0.00638,0.007825,0.010005,0.01728,0.00719,0.006763,0.016633,0.007445,0.011353,0.015235,0.017011,0.008704,0.010692,0.006399,0.007617,0.009597,0.016526,0.007494,0.006519,0.010448,0.007575,0.010264,0.013971,0.016129,0.008354,0.010278,0.008281,0.013068,0.007967,0.009569,0.011998,0.014287,0.013811,0.009211,0.013427,0.008873,0.009348,0.013513,0.009779,0.013262,0.012276,0.111285,0.236023,R/Normal
